	artist	track	genre	time	days	date.peaked	week	rating	days_to_peak	rank
4479	Dion, Celine	That's The Way It Is	Rock	4.03	1999-11-13	2000-03-04	15	11	112 days 00:00:00.000000000	40
4480	Blink-182	All The Small Things	Rock	2.52	1999-12-04	2000-02-19	15	9	77 days 00:00:00.000000000	42
4481	Eiffel 65	Blue (Da Ba Dee)	Electronica	3.29	1999-12-11	2000-01-29	15	32	49 days 00:00:00.000000000	19
4482	Badu, Erkyah	Bag Lady	Rock	5.03	2000-08-19	2000-10-07	15	26	49 days 00:00:00.000000000	25
4483	Pink	There U Go	Rock	3.23	2000-03-04	2000-04-08	15	15	35 days 00:00:00.000000000	36
4485	Nelly	(Hot S**t) Country Grammar	Rap	4.17	2000-04-29	2000-09-16	15	17	140 days 00:00:00.000000000	34
4486	Next	Wifey	Rock	4.03	2000-05-27	2000-09-09	15	8	105 days 00:00:00.000000000	43
4488	Sonique	It Feels So Good	Rock	3.48	2000-01-22	2000-04-22	15	10	91 days 00:00:00.000000000	41
4489	Spears, Britney	Oops!.. I Did It Again	Rock	3.3	2000-04-22	2000-06-10	15	35	49 days 00:00:00.000000000	16
4490	Backstreet Boys, The	Shape Of My Heart	Rock	3.49	2000-10-14	2000-12-02	15	24	49 days 00:00:00.000000000	27
4491	Everclear	Wonderful	Rock	4.3	2000-07-08	2000-09-30	15	13	84 days 00:00:00.000000000	38
4492	Ja Rule	Between Me And You	Rap	4.05	2000-09-16	2000-11-18	15	18	63 days 00:00:00.000000000	33
4493	Rimes, LeAnn	I Need You	Country	3.42	2000-05-27	2000-08-12	15	12	77 days 00:00:00.000000000	39
4494	Smash Mouth	Then The Morning Comes	Rock	3.04	1999-10-30	2000-01-29	15	13	91 days 00:00:00.000000000	38
4495	Jay-Z	I Just Wanna Love U (Give It 2 Me)	Rap	3.5	2000-10-28	2000-12-30	15	15	63 days 00:00:00.000000000	36
4496	Jagged Edge	Let's Get Married	Rock	4.23	2000-05-06	2000-07-29	15	14	84 days 00:00:00.000000000	37
4497	Filter	Take A Picture	Rock	4.23	1999-11-27	2000-02-05	15	19	70 days 00:00:00.000000000	32
4499	Mystikal	Shake Ya Ass	Rap	4.46	2000-08-12	2000-10-28	15	17	77 days 00:00:00.000000000	34
4500	BBMak	Back Here	Rock	3.35	2000-04-29	2000-07-29	15	16	91 days 00:00:00.000000000	35
4502	Third Eye Blind	Never Let You Go	Rock	3.57	2000-01-22	2000-04-01	15	18	70 days 00:00:00.000000000	33
4503	Red Hot Chili Peppers	Otherside	Rock	4.13	2000-02-12	2000-05-27	15	18	105 days 00:00:00.000000000	33
4505	Barenaked Ladies	Pinch Me	Rock	3.46	2000-09-09	2000-11-25	15	19	77 days 00:00:00.000000000	32
4506	Jagged Edge	He Can't Love U	Rock	3.3	1999-12-11	2000-01-08	15	44	28 days 00:00:00.000000000	7
4508	Sting	Desert Rose	Rock	3.52	2000-05-13	2000-08-26	15	18	105 days 00:00:00.000000000	33
4509	Jay-Z	Big Pimpin'	Rap	3.55	2000-04-22	2000-07-08	15	26	77 days 00:00:00.000000000	25
4510	Kid Rock	Only God Knows Why	Rock	5.27	2000-02-19	2000-04-15	15	32	56 days 00:00:00.000000000	19
4511	Foo Fighters	Learn To Fly	Rock	3.55	1999-10-16	2000-01-22	15	19	98 days 00:00:00.000000000	32
4515	Westlife	Swear It Again	Rock	4.07	2000-04-01	2000-07-01	15	20	91 days 00:00:00.000000000	31
4516	Train	Meet Virginia	Rock	3.55	1999-10-09	2000-01-22	15	21	105 days 00:00:00.000000000	30
4517	Thomas, Carl	I Wish	Rock	3.5	2000-03-25	2000-05-13	15	27	49 days 00:00:00.000000000	24
4520	Ludacris	What's Your Fantasy	Rap	4.16	2000-09-30	2000-12-16	15	24	77 days 00:00:00.000000000	27
4523	SoulDecision	Faded	Rock	3.25	2000-07-08	2000-09-09	15	31	63 days 00:00:00.000000000	20
4524	Brock, Chad	Yes!	Country	3.22	2000-04-08	2000-07-01	15	31	84 days 00:00:00.000000000	20
4525	Martin, Ricky	Shake Your Bon-Bon	Latin	3.08	1999-11-20	2000-02-12	15	46	84 days 00:00:00.000000000	5
4526	Vertical Horizon	You're A God	Rock	3.45	2000-08-26	2000-11-04	15	32	70 days 00:00:00.000000000	19
4527	Avant	Separated	Rock	4.13	2000-04-29	2000-05-20	15	27	21 days 00:00:00.000000000	24
4528	Rimes, LeAnn	Big Deal	Country	3.03	1999-10-16	2000-01-01	15	27	77 days 00:00:00.000000000	24
4529	IMx	Stay The Night	Rap	3.37	1999-10-09	2000-01-08	15	41	91 days 00:00:00.000000000	10
4530	Dr. Dre	The Next Episode	Rap	2.38	2000-05-27	2000-07-29	15	44	63 days 00:00:00.000000000	7
4532	Savage Garden	Crash And Burn	Rock	4.41	2000-04-08	2000-05-27	15	48	49 days 00:00:00.000000000	3
4533	Kandi	Don't Think I'm Not	Rock	3.5	2000-08-05	2000-10-07	15	27	63 days 00:00:00.000000000	24
4537	Dr. Dre	Forgot About Dre	Rap	3.42	2000-01-22	2000-03-25	15	34	63 days 00:00:00.000000000	17
4539	Messina, Jo Dee	That's The Way	Country	3.17	2000-06-24	2000-08-26	15	32	63 days 00:00:00.000000000	19
4541	Son By Four	A Puro Dolor (Purest Of Pain)	Latin	3.3	2000-04-08	2000-08-19	15	35	133 days 00:00:00.000000000	16
4542	Da Brat	What'Chu Like	Rap	3.57	2000-06-03	2000-08-12	15	49	70 days 00:00:00.000000000	2
4543	DMX	Party Up (Up In Here)	Rap	3.45	2000-02-26	2000-04-22	15	28	56 days 00:00:00.000000000	23
4544	Dixie Chicks, The	Cowboy Take Me Away	Country	4.51	1999-11-27	2000-01-29	15	40	63 days 00:00:00.000000000	11
4545	McGraw, Tim	My Next Thirty Years	Country	3.37	2000-10-21	2000-12-16	15	39	56 days 00:00:00.000000000	12
4546	Tritt, Travis	Best Of Intentions	Country	4.15	2000-08-19	2000-12-02	15	28	105 days 00:00:00.000000000	23
4550	Counting Crows	Hanginaround	Rock	4.07	1999-11-06	2000-01-29	15	38	84 days 00:00:00.000000000	13
4553	McGraw, Tim	My Best Friend	Country	4.33	1999-11-27	2000-01-29	15	36	63 days 00:00:00.000000000	15
4556	Jones, Donell	Where I Wanna Be	Rock	6.22	2000-04-22	2000-07-08	15	34	77 days 00:00:00.000000000	17
4558	Lonestar	What About Now	Country	3.3	2000-06-10	2000-08-19	15	37	70 days 00:00:00.000000000	14
4560	Keith, Toby	How Do You Like Me Now?!	Country	3.29	2000-01-29	2000-04-08	15	38	70 days 00:00:00.000000000	13
4561	Strait, George	The Best Day	Country	3.24	2000-01-29	2000-04-22	15	36	84 days 00:00:00.000000000	15
4562	Dixie Chicks, The	Without You	Country	3.32	2000-10-07	2000-12-23	15	36	77 days 00:00:00.000000000	15
4563	Musiq	Just Friends (Sunny)	Rap	4.02	2000-10-14	2000-12-30	15	41	77 days 00:00:00.000000000	10
4564	McEntire, Reba	What Do You Say	Country	3.26	1999-10-30	2000-01-29	15	34	91 days 00:00:00.000000000	17
4569	Evans, Sara	Born To Fly	Country	5.36	2000-10-21	2000-12-30	15	42	70 days 00:00:00.000000000	9
4581	Griggs, Andy	She's More	Country	3.19	2000-03-11	2000-06-10	15	41	91 days 00:00:00.000000000	10
4584	Rascal Flatts	Prayin' For Daylight	Country	3.36	2000-05-06	2000-08-12	15	38	98 days 00:00:00.000000000	13
4592	Baha Men	Who Let The Dogs Out	R&B	3.17	2000-07-22	2000-10-21	15	44	91 days 00:00:00.000000000	7
4598	Raye, Collin	Couldn't Last A Moment	Country	3.4	2000-03-18	2000-06-24	15	43	98 days 00:00:00.000000000	8
4755	Destiny's Child	Independent Women Part I	Rock	3.38	2000-09-23	2000-11-18	16	1	56 days 00:00:00.000000000	50
4756	Santana	Maria, Maria	Rock	4.18	2000-02-12	2000-04-08	16	1	56 days 00:00:00.000000000	50
4757	Savage Garden	I Knew I Loved You	Rock	4.07	1999-10-23	2000-01-29	16	1	98 days 00:00:00.000000000	50
4758	Madonna	Music	Rock	3.45	2000-08-12	2000-09-16	16	8	35 days 00:00:00.000000000	43
4759	Aguilera, Christina	Come On Over Baby (All I Want Is You)	Rock	3.38	2000-08-05	2000-10-14	16	8	70 days 00:00:00.000000000	43
4760	Janet	Doesn't Really Matter	Rock	4.17	2000-06-17	2000-08-26	16	3	70 days 00:00:00.000000000	48
4761	Destiny's Child	Say My Name	Rock	4.31	1999-12-25	2000-03-18	16	2	84 days 00:00:00.000000000	49
4762	Iglesias, Enrique	Be With You	Latin	3.36	2000-04-01	2000-06-24	16	3	84 days 00:00:00.000000000	48
4763	Sisqo	Incomplete	Rock	3.52	2000-06-24	2000-08-12	16	8	49 days 00:00:00.000000000	43
4764	Lonestar	Amazed	Country	4.25	1999-06-05	2000-03-04	16	35	273 days 00:00:00.000000000	16
4765	N'Sync	It's Gonna Be Me	Rock	3.1	2000-05-06	2000-07-29	16	4	84 days 00:00:00.000000000	47
4766	Aguilera, Christina	What A Girl Wants	Rock	3.18	1999-11-27	2000-01-15	16	11	49 days 00:00:00.000000000	40
4767	Vertical Horizon	Everything You Want	Rock	4.01	2000-01-22	2000-07-15	16	8	175 days 00:00:00.000000000	43
4769	Aaliyah	Try Again	Rock	4.03	2000-03-18	2000-06-17	16	2	91 days 00:00:00.000000000	49
4770	matchbox twenty	Bent	Rock	4.12	2000-04-29	2000-07-22	16	2	84 days 00:00:00.000000000	49
4771	Carey, Mariah	Thank God I Found You	Rock	4.14	1999-12-11	2000-02-19	16	28	70 days 00:00:00.000000000	23
4772	Hill, Faith	Breathe	Rap	4.04	1999-11-06	2000-04-22	16	21	168 days 00:00:00.000000000	30
4773	Mya	Case Of The Ex (Whatcha Gonna Do)	Rock	3.5	2000-08-19	2000-12-02	16	2	105 days 00:00:00.000000000	49
4774	Dream	He Loves U Not	Rock	3.43	2000-09-30	2000-12-30	16	3	91 days 00:00:00.000000000	48
4775	Braxton, Toni	He Wasn't Man Enough	Rock	4.21	2000-03-18	2000-05-06	16	15	49 days 00:00:00.000000000	36
4776	Anthony, Marc	You Sang To Me	Latin	3.5	2000-02-26	2000-06-03	16	2	98 days 00:00:00.000000000	49
4778	Destiny's Child	Jumpin' Jumpin'	Rock	3.48	2000-05-13	2000-08-19	16	4	98 days 00:00:00.000000000	47
4779	3 Doors Down	Kryptonite	Rock	3.53	2000-04-08	2000-11-11	16	28	217 days 00:00:00.000000000	23
4780	Sisqo	Thong Song	Rock	4.05	2000-01-29	2000-05-20	16	4	112 days 00:00:00.000000000	47
4781	Aguilera, Christina	I Turn To You	Rock	4.0	2000-04-15	2000-07-01	16	17	77 days 00:00:00.000000000	34
4782	Houston, Whitney	My Love Is Your Love	Rock	4.16	1999-09-04	2000-01-08	16	5	126 days 00:00:00.000000000	46
4783	Joe	I Wanna Know	Rock	4.57	2000-01-01	2000-07-01	16	15	182 days 00:00:00.000000000	36
4784	Jordan, Montell	Get It On.. Tonite	Rap	4.34	1999-10-23	2000-02-12	16	5	112 days 00:00:00.000000000	46
4785	N'Sync	Bye Bye Bye	Rock	3.15	2000-01-29	2000-04-15	16	7	77 days 00:00:00.000000000	44
4787	Pink	Most Girls	Rock	4.06	2000-08-12	2000-11-25	16	4	105 days 00:00:00.000000000	47
4788	Mumba, Samantha	Gotta Tell You	Rock	3.19	2000-09-09	2000-12-09	16	7	91 days 00:00:00.000000000	44
4789	Blaque	Bring It All To Me	Pop	3.46	1999-10-23	2000-01-22	16	6	91 days 00:00:00.000000000	45
4790	"Elliott, Missy ""Misdemeanor"""	Hot Boyz	Rap	3.51	1999-11-27	2000-01-08	16	12	42 days 00:00:00.000000000	39
4791	Gray, Macy	I Try	Rock	3.52	2000-02-19	2000-05-20	16	9	91 days 00:00:00.000000000	42
4792	N'Sync	This I Promise You	Rock	4.23	2000-09-30	2000-12-02	16	9	63 days 00:00:00.000000000	42
4793	Ruff Endz	No More	Rock	3.56	2000-07-01	2000-09-02	16	15	63 days 00:00:00.000000000	36
4794	Backstreet Boys, The	Show Me The Meaning Of Being Lonely	Rock	3.54	2000-01-01	2000-03-18	16	9	77 days 00:00:00.000000000	42
4795	Nine Days	Absolutely (Story Of A Girl)	Rock	3.09	2000-05-06	2000-07-22	16	7	77 days 00:00:00.000000000	44
4796	Dion, Celine	That's The Way It Is	Rock	4.03	1999-11-13	2000-03-04	16	11	112 days 00:00:00.000000000	40
4797	Blink-182	All The Small Things	Rock	2.52	1999-12-04	2000-02-19	16	11	77 days 00:00:00.000000000	40
4798	Eiffel 65	Blue (Da Ba Dee)	Electronica	3.29	1999-12-11	2000-01-29	16	42	49 days 00:00:00.000000000	9
4799	Badu, Erkyah	Bag Lady	Rock	5.03	2000-08-19	2000-10-07	16	29	49 days 00:00:00.000000000	22
4800	Pink	There U Go	Rock	3.23	2000-03-04	2000-04-08	16	14	35 days 00:00:00.000000000	37
4802	Nelly	(Hot S**t) Country Grammar	Rap	4.17	2000-04-29	2000-09-16	16	17	140 days 00:00:00.000000000	34
4803	Next	Wifey	Rock	4.03	2000-05-27	2000-09-09	16	7	105 days 00:00:00.000000000	44
4805	Sonique	It Feels So Good	Rock	3.48	2000-01-22	2000-04-22	16	10	91 days 00:00:00.000000000	41
4806	Spears, Britney	Oops!.. I Did It Again	Rock	3.3	2000-04-22	2000-06-10	16	49	49 days 00:00:00.000000000	2
4807	Backstreet Boys, The	Shape Of My Heart	Rock	3.49	2000-10-14	2000-12-02	16	31	49 days 00:00:00.000000000	20
4808	Everclear	Wonderful	Rock	4.3	2000-07-08	2000-09-30	16	11	84 days 00:00:00.000000000	40
4809	Ja Rule	Between Me And You	Rap	4.05	2000-09-16	2000-11-18	16	21	63 days 00:00:00.000000000	30
4810	Rimes, LeAnn	I Need You	Country	3.42	2000-05-27	2000-08-12	16	12	77 days 00:00:00.000000000	39
4811	Smash Mouth	Then The Morning Comes	Rock	3.04	1999-10-30	2000-01-29	16	17	91 days 00:00:00.000000000	34
4812	Jay-Z	I Just Wanna Love U (Give It 2 Me)	Rap	3.5	2000-10-28	2000-12-30	16	19	63 days 00:00:00.000000000	32
4813	Jagged Edge	Let's Get Married	Rock	4.23	2000-05-06	2000-07-29	16	17	84 days 00:00:00.000000000	34
4814	Filter	Take A Picture	Rock	4.23	1999-11-27	2000-02-05	16	22	70 days 00:00:00.000000000	29
4816	Mystikal	Shake Ya Ass	Rap	4.46	2000-08-12	2000-10-28	16	19	77 days 00:00:00.000000000	32
4817	BBMak	Back Here	Rock	3.35	2000-04-29	2000-07-29	16	15	91 days 00:00:00.000000000	36
4819	Third Eye Blind	Never Let You Go	Rock	3.57	2000-01-22	2000-04-01	16	21	70 days 00:00:00.000000000	30
4820	Red Hot Chili Peppers	Otherside	Rock	4.13	2000-02-12	2000-05-27	16	14	105 days 00:00:00.000000000	37
4822	Barenaked Ladies	Pinch Me	Rock	3.46	2000-09-09	2000-11-25	16	20	77 days 00:00:00.000000000	31
4825	Sting	Desert Rose	Rock	3.52	2000-05-13	2000-08-26	16	17	105 days 00:00:00.000000000	34
4826	Jay-Z	Big Pimpin'	Rap	3.55	2000-04-22	2000-07-08	16	29	77 days 00:00:00.000000000	22
4827	Kid Rock	Only God Knows Why	Rock	5.27	2000-02-19	2000-04-15	16	44	56 days 00:00:00.000000000	7
4828	Foo Fighters	Learn To Fly	Rock	3.55	1999-10-16	2000-01-22	16	20	98 days 00:00:00.000000000	31
4832	Westlife	Swear It Again	Rock	4.07	2000-04-01	2000-07-01	16	25	91 days 00:00:00.000000000	26
4833	Train	Meet Virginia	Rock	3.55	1999-10-09	2000-01-22	16	20	105 days 00:00:00.000000000	31
4834	Thomas, Carl	I Wish	Rock	3.5	2000-03-25	2000-05-13	16	28	49 days 00:00:00.000000000	23
4837	Ludacris	What's Your Fantasy	Rap	4.16	2000-09-30	2000-12-16	16	27	77 days 00:00:00.000000000	24
4840	SoulDecision	Faded	Rock	3.25	2000-07-08	2000-09-09	16	31	63 days 00:00:00.000000000	20
4841	Brock, Chad	Yes!	Country	3.22	2000-04-08	2000-07-01	16	39	84 days 00:00:00.000000000	12
4843	Vertical Horizon	You're A God	Rock	3.45	2000-08-26	2000-11-04	16	37	70 days 00:00:00.000000000	14
4844	Avant	Separated	Rock	4.13	2000-04-29	2000-05-20	16	31	21 days 00:00:00.000000000	20
4845	Rimes, LeAnn	Big Deal	Country	3.03	1999-10-16	2000-01-01	16	25	77 days 00:00:00.000000000	26
4847	Dr. Dre	The Next Episode	Rap	2.38	2000-05-27	2000-07-29	16	46	63 days 00:00:00.000000000	5
4849	Savage Garden	Crash And Burn	Rock	4.41	2000-04-08	2000-05-27	16	49	49 days 00:00:00.000000000	2
4850	Kandi	Don't Think I'm Not	Rock	3.5	2000-08-05	2000-10-07	16	31	63 days 00:00:00.000000000	20
4854	Dr. Dre	Forgot About Dre	Rap	3.42	2000-01-22	2000-03-25	16	47	63 days 00:00:00.000000000	4
4856	Messina, Jo Dee	That's The Way	Country	3.17	2000-06-24	2000-08-26	16	35	63 days 00:00:00.000000000	16
4858	Son By Four	A Puro Dolor (Purest Of Pain)	Latin	3.3	2000-04-08	2000-08-19	16	32	133 days 00:00:00.000000000	19
4860	DMX	Party Up (Up In Here)	Rap	3.45	2000-02-26	2000-04-22	16	33	56 days 00:00:00.000000000	18
4861	Dixie Chicks, The	Cowboy Take Me Away	Country	4.51	1999-11-27	2000-01-29	16	47	63 days 00:00:00.000000000	4
4862	McGraw, Tim	My Next Thirty Years	Country	3.37	2000-10-21	2000-12-16	16	40	56 days 00:00:00.000000000	11
4863	Tritt, Travis	Best Of Intentions	Country	4.15	2000-08-19	2000-12-02	16	27	105 days 00:00:00.000000000	24
4867	Counting Crows	Hanginaround	Rock	4.07	1999-11-06	2000-01-29	16	48	84 days 00:00:00.000000000	3
4870	McGraw, Tim	My Best Friend	Country	4.33	1999-11-27	2000-01-29	16	38	63 days 00:00:00.000000000	13
4873	Jones, Donell	Where I Wanna Be	Rock	6.22	2000-04-22	2000-07-08	16	40	77 days 00:00:00.000000000	11
4875	Lonestar	What About Now	Country	3.3	2000-06-10	2000-08-19	16	43	70 days 00:00:00.000000000	8
4877	Keith, Toby	How Do You Like Me Now?!	Country	3.29	2000-01-29	2000-04-08	16	43	70 days 00:00:00.000000000	8
4878	Strait, George	The Best Day	Country	3.24	2000-01-29	2000-04-22	16	39	84 days 00:00:00.000000000	12
4879	Dixie Chicks, The	Without You	Country	3.32	2000-10-07	2000-12-23	16	35	77 days 00:00:00.000000000	16
4880	Musiq	Just Friends (Sunny)	Rap	4.02	2000-10-14	2000-12-30	16	41	77 days 00:00:00.000000000	10
4881	McEntire, Reba	What Do You Say	Country	3.26	1999-10-30	2000-01-29	16	41	91 days 00:00:00.000000000	10
4901	Rascal Flatts	Prayin' For Daylight	Country	3.36	2000-05-06	2000-08-12	16	38	98 days 00:00:00.000000000	13
4909	Baha Men	Who Let The Dogs Out	R&B	3.17	2000-07-22	2000-10-21	16	41	91 days 00:00:00.000000000	10
4915	Raye, Collin	Couldn't Last A Moment	Country	3.4	2000-03-18	2000-06-24	16	45	98 days 00:00:00.000000000	6
5072	Destiny's Child	Independent Women Part I	Rock	3.38	2000-09-23	2000-11-18	17	1	56 days 00:00:00.000000000	50
5073	Santana	Maria, Maria	Rock	4.18	2000-02-12	2000-04-08	17	1	56 days 00:00:00.000000000	50
5074	Savage Garden	I Knew I Loved You	Rock	4.07	1999-10-23	2000-01-29	17	1	98 days 00:00:00.000000000	50
5075	Madonna	Music	Rock	3.45	2000-08-12	2000-09-16	17	11	35 days 00:00:00.000000000	40
5076	Aguilera, Christina	Come On Over Baby (All I Want Is You)	Rock	3.38	2000-08-05	2000-10-14	17	12	70 days 00:00:00.000000000	39
5077	Janet	Doesn't Really Matter	Rock	4.17	2000-06-17	2000-08-26	17	3	70 days 00:00:00.000000000	48
5078	Destiny's Child	Say My Name	Rock	4.31	1999-12-25	2000-03-18	17	2	84 days 00:00:00.000000000	49
5079	Iglesias, Enrique	Be With You	Latin	3.36	2000-04-01	2000-06-24	17	11	84 days 00:00:00.000000000	40
5080	Sisqo	Incomplete	Rock	3.52	2000-06-24	2000-08-12	17	10	49 days 00:00:00.000000000	41
5081	Lonestar	Amazed	Country	4.25	1999-06-05	2000-03-04	17	35	273 days 00:00:00.000000000	16
5082	N'Sync	It's Gonna Be Me	Rock	3.1	2000-05-06	2000-07-29	17	6	84 days 00:00:00.000000000	45
5083	Aguilera, Christina	What A Girl Wants	Rock	3.18	1999-11-27	2000-01-15	17	13	49 days 00:00:00.000000000	38
5084	Vertical Horizon	Everything You Want	Rock	4.01	2000-01-22	2000-07-15	17	8	175 days 00:00:00.000000000	43
5085	Creed	With Arms Wide Open	Rock	3.52	2000-05-13	2000-11-11	17	45	182 days 00:00:00.000000000	6
5086	Aaliyah	Try Again	Rock	4.03	2000-03-18	2000-06-17	17	2	91 days 00:00:00.000000000	49
5087	matchbox twenty	Bent	Rock	4.12	2000-04-29	2000-07-22	17	2	84 days 00:00:00.000000000	49
5088	Carey, Mariah	Thank God I Found You	Rock	4.14	1999-12-11	2000-02-19	17	43	70 days 00:00:00.000000000	8
5089	Hill, Faith	Breathe	Rap	4.04	1999-11-06	2000-04-22	17	5	168 days 00:00:00.000000000	46
5090	Mya	Case Of The Ex (Whatcha Gonna Do)	Rock	3.5	2000-08-19	2000-12-02	17	2	105 days 00:00:00.000000000	49
5091	Dream	He Loves U Not	Rock	3.43	2000-09-30	2000-12-30	17	3	91 days 00:00:00.000000000	48
5092	Braxton, Toni	He Wasn't Man Enough	Rock	4.21	2000-03-18	2000-05-06	17	14	49 days 00:00:00.000000000	37
5093	Anthony, Marc	You Sang To Me	Latin	3.5	2000-02-26	2000-06-03	17	5	98 days 00:00:00.000000000	46
5095	Destiny's Child	Jumpin' Jumpin'	Rock	3.48	2000-05-13	2000-08-19	17	3	98 days 00:00:00.000000000	48
5096	3 Doors Down	Kryptonite	Rock	3.53	2000-04-08	2000-11-11	17	22	217 days 00:00:00.000000000	29
5097	Sisqo	Thong Song	Rock	4.05	2000-01-29	2000-05-20	17	3	112 days 00:00:00.000000000	48
5098	Aguilera, Christina	I Turn To You	Rock	4.0	2000-04-15	2000-07-01	17	25	77 days 00:00:00.000000000	26
5099	Houston, Whitney	My Love Is Your Love	Rock	4.16	1999-09-04	2000-01-08	17	5	126 days 00:00:00.000000000	46
5100	Joe	I Wanna Know	Rock	4.57	2000-01-01	2000-07-01	17	14	182 days 00:00:00.000000000	37
5101	Jordan, Montell	Get It On.. Tonite	Rap	4.34	1999-10-23	2000-02-12	17	4	112 days 00:00:00.000000000	47
5102	N'Sync	Bye Bye Bye	Rock	3.15	2000-01-29	2000-04-15	17	9	77 days 00:00:00.000000000	42
5104	Pink	Most Girls	Rock	4.06	2000-08-12	2000-11-25	17	6	105 days 00:00:00.000000000	45
5105	Mumba, Samantha	Gotta Tell You	Rock	3.19	2000-09-09	2000-12-09	17	13	91 days 00:00:00.000000000	38
5106	Blaque	Bring It All To Me	Pop	3.46	1999-10-23	2000-01-22	17	8	91 days 00:00:00.000000000	43
5107	"Elliott, Missy ""Misdemeanor"""	Hot Boyz	Rap	3.51	1999-11-27	2000-01-08	17	15	42 days 00:00:00.000000000	36
5108	Gray, Macy	I Try	Rock	3.52	2000-02-19	2000-05-20	17	10	91 days 00:00:00.000000000	41
5109	N'Sync	This I Promise You	Rock	4.23	2000-09-30	2000-12-02	17	11	63 days 00:00:00.000000000	40
5110	Ruff Endz	No More	Rock	3.56	2000-07-01	2000-09-02	17	19	63 days 00:00:00.000000000	32
5111	Backstreet Boys, The	Show Me The Meaning Of Being Lonely	Rock	3.54	2000-01-01	2000-03-18	17	13	77 days 00:00:00.000000000	38
5112	Nine Days	Absolutely (Story Of A Girl)	Rock	3.09	2000-05-06	2000-07-22	17	8	77 days 00:00:00.000000000	43
5113	Dion, Celine	That's The Way It Is	Rock	4.03	1999-11-13	2000-03-04	17	6	112 days 00:00:00.000000000	45
5114	Blink-182	All The Small Things	Rock	2.52	1999-12-04	2000-02-19	17	14	77 days 00:00:00.000000000	37
5116	Badu, Erkyah	Bag Lady	Rock	5.03	2000-08-19	2000-10-07	17	26	49 days 00:00:00.000000000	25
5117	Pink	There U Go	Rock	3.23	2000-03-04	2000-04-08	17	12	35 days 00:00:00.000000000	39
5119	Nelly	(Hot S**t) Country Grammar	Rap	4.17	2000-04-29	2000-09-16	17	15	140 days 00:00:00.000000000	36
5120	Next	Wifey	Rock	4.03	2000-05-27	2000-09-09	17	10	105 days 00:00:00.000000000	41
5122	Sonique	It Feels So Good	Rock	3.48	2000-01-22	2000-04-22	17	11	91 days 00:00:00.000000000	40
5125	Everclear	Wonderful	Rock	4.3	2000-07-08	2000-09-30	17	18	84 days 00:00:00.000000000	33
5126	Ja Rule	Between Me And You	Rap	4.05	2000-09-16	2000-11-18	17	30	63 days 00:00:00.000000000	21
5127	Rimes, LeAnn	I Need You	Country	3.42	2000-05-27	2000-08-12	17	13	77 days 00:00:00.000000000	38
5128	Smash Mouth	Then The Morning Comes	Rock	3.04	1999-10-30	2000-01-29	17	20	91 days 00:00:00.000000000	31
5129	Jay-Z	I Just Wanna Love U (Give It 2 Me)	Rap	3.5	2000-10-28	2000-12-30	17	24	63 days 00:00:00.000000000	27
5130	Jagged Edge	Let's Get Married	Rock	4.23	2000-05-06	2000-07-29	17	20	84 days 00:00:00.000000000	31
5131	Filter	Take A Picture	Rock	4.23	1999-11-27	2000-02-05	17	23	70 days 00:00:00.000000000	28
5133	Mystikal	Shake Ya Ass	Rap	4.46	2000-08-12	2000-10-28	17	24	77 days 00:00:00.000000000	27
5134	BBMak	Back Here	Rock	3.35	2000-04-29	2000-07-29	17	16	91 days 00:00:00.000000000	35
5136	Third Eye Blind	Never Let You Go	Rock	3.57	2000-01-22	2000-04-01	17	22	70 days 00:00:00.000000000	29
5137	Red Hot Chili Peppers	Otherside	Rock	4.13	2000-02-12	2000-05-27	17	15	105 days 00:00:00.000000000	36
5139	Barenaked Ladies	Pinch Me	Rock	3.46	2000-09-09	2000-11-25	17	22	77 days 00:00:00.000000000	29
5142	Sting	Desert Rose	Rock	3.52	2000-05-13	2000-08-26	17	19	105 days 00:00:00.000000000	32
